coin_name,website,ip,org,city,country,region,loc,postal,timezone,ip_location_error,hostname,anycast
NewYorkCoin,https://nycoin.community,185.111.206.24,AS39923 Unix-Solutions BVBA,Brussels,BE,Brussels Capital,"50.8505,4.3488",1000,Europe/Brussels,Error,,
LUXCoin,https://luxcore.io,104.21.58.41,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BlockStamp,https://blockstamp.info,85.10.201.29,AS24940 Hetzner Online GmbH,Oberdorla,DE,Thuringia,"51.1658,10.4216",99986,Europe/Berlin,Error,static.85-10-201-29.clients.your-server.de,
Zen Protocol,https://www.zenprotocol.com,104.21.7.93,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Hycon,https://hycon.io,52.89.213.251,"AS16509 Amazon.com, Inc.",Boardman,US,Oregon,"45.8399,-119.7006",97818,America/Los_Angeles,Error,ec2-52-89-213-251.us-west-2.compute.amazonaws.com,
Veil,https://veil-project.com,172.67.139.28,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Veil,https://veil-project.com,172.67.139.28,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Veil,https://veil-project.com,172.67.139.28,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Zero,https://zerocurrency.io,172.67.209.232,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Karbo,https://karbo.io,172.67.187.180,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
QuarkCoin,https://quarkcoin.info,47.240.14.194,"AS45102 Alibaba (US) Technology Co., Ltd.",Kowloon,HK,Kowloon City,"22.3167,114.1833",,Asia/Hong_Kong,Error,,
RussellCoin,http://russellcoin.com,167.88.177.22,AS6134 XNNET LLC,Los Angeles,US,California,"34.0522,-118.2437",90009,America/Los_Angeles,Error,,
DubaiCoin,http://www.arabianchain.org,138.197.118.135,"AS14061 DigitalOcean, LLC",Clifton,US,New Jersey,"40.8344,-74.1377",07014,America/New_York,Error,,
Ycash,https://www.ycash.xyz,185.199.108.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-108-153.github.com,True
StrongHands,http://www.stronghands.info,76.76.21.21,"AS16509 Amazon.com, Inc.",Walnut,US,California,"34.0183,-117.8546",91789,America/Los_Angeles,Error,,
Mogwaicoin,https://mogwaicoin.org,167.99.252.168,"AS14061 DigitalOcean, LLC",Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,,
MicroBitcoin,https://microbitcoin.org,52.220.155.46,"AS16509 Amazon.com, Inc.",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,ec2-52-220-155-46.ap-southeast-1.compute.amazonaws.com,
FoxDcoin,https://foxdcoin.com,104.21.10.110,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Qwertycoin,https://qwertycoin.org,172.67.181.223,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Sinovate,https://sinovate.io,172.67.218.217,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
REOSC Ecosystem,https://www.reosc.io,185.203.72.17,AS42240 Variti International GmbH,Zug,CH,Zug,"47.1724,8.5175",6300,Europe/Zurich,Error,,
Titan Coin,https://titanprojects.co,104.21.94.7,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Phoenixcoin,http://phoenixcoin.org,185.53.128.119,AS43350 NForce Entertainment B.V.,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,,
Epic Cash,https://epic.tech,184.168.47.225,"AS26496 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,redirect-v225.secureserver.net,
Epic Cash,https://epic.tech,184.168.47.225,"AS26496 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,redirect-v225.secureserver.net,
Epic Cash,https://epic.tech,184.168.47.225,"AS26496 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,redirect-v225.secureserver.net,
TrezarCoin,https://trezarcoin.com,207.154.254.90,"AS14061 DigitalOcean, LLC",Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,trezarcoin.com,
Kyanite,https://kyancoin.net,172.67.187.95,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Novacoin,https://novaco.in,81.200.241.54,AS41148 Zolotaya Linia Ltd.,Penza,RU,Penza,"53.2007,45.0046",440513,Europe/Moscow,Error,mail.novaco.in,
Canada eCoin,https://canadaecoin.site,104.21.82.126,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Conceal,https://conceal.network,198.54.116.158,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server214-5.web-hosting.com,
Megacoin,,,,,,,,,,Error,,
Startcoin,https://startcoin.org,104.26.1.181,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Safex Cash,http://safex.io,161.35.127.121,"AS14061 DigitalOcean, LLC",North Bergen,US,New Jersey,"40.8043,-74.0121",07047,America/New_York,Error,,
Bitcoin Atom,https://bitcoinatom.io,172.67.137.151,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ZumCoin,https://zumcoin.org,192.232.251.7,AS46606 Unified Layer,Glen Avon,US,California,"34.0117,-117.4848",91752,America/Los_Angeles,Error,192-232-251-7.unifiedlayer.com,
Magi,http://coinmagi.org,74.220.199.7,AS46606 Unified Layer,Provo,US,Utah,"40.2338,-111.6585",84601,America/Denver,Error,parking.fastdomain.com,
Monero Classic,http://monero-classic.org,129.226.187.152,"AS132203 Tencent Building, Kejizhongyi Avenue",Kowloon,HK,Kowloon City,"22.3167,114.1833",,Asia/Hong_Kong,Error,,
Kevacoin,https://kevacoin.org,104.21.34.122,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
5G Cash,https://fiveg.cash,161.97.105.255,AS51167 Contabo GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,,
Mochimo,https://mochimo.org,151.101.194.159,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Axe,https://axerunners.com,104.21.74.170,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Trollcoin,http://trollcoin.com,45.32.154.114,"AS20473 The Constant Company, LLC",Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,45.32.154.114.vultr.com,
BiblePay,https://biblepay.org,104.21.87.81,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Pesetacoin,http://pesetacoin.info,172.67.151.182,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Sibcoin,https://sibcoin.money,104.21.24.79,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Orbitcoin,http://orbitcoin.org,130.185.249.167,AS62240 Clouvider Limited,London,GB,England,"51.5167,-0.0928",EC2R,Europe/London,Error,,
Garlicoin,https://garlicoin.io,82.220.38.154,AS9044 BSE Software GmbH,Zürich,CH,Zurich,"47.3667,8.5500",8001,Europe/Zurich,Error,mx113.mail.hosttech.eu,
BZEdge,,,,,,,,,,Error,,
Sugarchain,https://sugarchain.org,185.199.108.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-108-153.github.com,True
DeVault,https://devault.cc,198.54.126.161,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,premium12-3.web-hosting.com,
Deutsche eMark,https://deutsche-emark.org/en,,,,,,,,,Error,,
Actinium,https://actinium.org,140.82.32.54,"AS20473 The Constant Company, LLC",Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,140.82.32.54.vultr.com,
EtherGem,https://egem.io,209.145.54.96,AS40021 Contabo Inc.,St. Louis,US,Missouri,"38.6273,-90.1979",63150,America/Chicago,Error,,
IQ.cash,https://iq.cash,5.9.66.243,AS24940 Hetzner Online GmbH,Berlin,DE,Berlin,"52.5244,13.4105",10178,Europe/Berlin,Error,static.243.66.9.5.clients.your-server.de,
WoodCoin,https://woodcoin.org,18.229.49.158,"AS16509 Amazon.com, Inc.",São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,ec2-18-229-49-158.sa-east-1.compute.amazonaws.com,
Vidulum,https://vidulum.app,104.24.170.4,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
NobleCoin,https://www.noblemovement.com,3.24.89.96,"AS16509 Amazon.com, Inc.",Sydney,AU,New South Wales,"-33.8678,151.2073",1001,Australia/Sydney,Error,ec2-3-24-89-96.ap-southeast-2.compute.amazonaws.com,
GrandCoin,,,,,,,,,,Error,,
Riecoin,http://riecoin.org,185.176.227.235,AS29222 Infomaniak,Carouge,CH,Geneva,"46.1810,6.1392",1212,Europe/Zurich,Error,riecoin.dev,
Icolcoin,,,,,,,,,,Error,,
Scala,https://scalaproject.io,104.17.96.13,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BitcoinR,https://www.bitcoinr.org,104.21.65.85,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BeeNode,http://beenode.org,78.47.238.36,AS24940 Hetzner Online GmbH,Hamburg,DE,Hamburg,"53.5507,9.9930",20038,Europe/Berlin,Error,mail.beenode.org,
FujiCoin,https://fujicoin.org,172.67.184.115,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Fedora Gold,https://fedoragold.com,172.86.75.248,AS40676 Psychz Networks,Amsterdam,NL,North Holland,"52.3630,4.8924",1017,Europe/Amsterdam,Error,,
Maxcoin,https://maxcoinproject.org,104.21.45.19,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Ritocoin,https://ritocoin.org,67.205.137.250,"AS14061 DigitalOcean, LLC",North Bergen,US,New Jersey,"40.8043,-74.0121",07047,America/New_York,Error,,
Ryo Currency,https://ryo-currency.com,176.223.130.195,AS62282 UAB Rakrejus,Vilnius,LT,Vilnius,"54.6863,25.2028",04306,Europe/Vilnius,Error,ryo-currency.com,
GravityCoin,https://www.gravitycoin.io,104.21.46.227,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
uPlexa,https://uplexa.com,172.67.192.78,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Teslafunds,https://teslafunds.io,52.84.77.89,"AS16509 Amazon.com, Inc.",São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,server-52-84-77-89.gru3.r.cloudfront.net,
Lethean,https://lethean.io,198.185.159.145,"AS53831 Squarespace, Inc.",New York City,US,New York,"40.7339,-74.0054",10014,America/New_York,Error,,
PlusOneCoin,https://www.plusonecoin.org,104.21.10.86,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Graft,https://www.graft.network,172.67.217.204,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
MazaCoin,http://www.mazacoin.org,107.170.173.232,"AS14061 DigitalOcean, LLC",New York City,US,New York,"40.7402,-73.9996",10011,America/New_York,Error,stratum.cryptoadhd.com,
MotaCoin,https://www.motacoin.net,74.220.219.168,AS46606 Unified Layer,Provo,US,Utah,"40.2338,-111.6585",84601,America/Denver,Error,box2012.bluehost.com,
ZetaCoin,http://www.zetac.org,198.187.29.27,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server125-3.web-hosting.com,
Hush,https://hush.is,104.21.69.181,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ImageCoin,https://imagecoin.imagehosty.com,172.67.128.181,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
PluraCoin,https://pluracoin.org,104.21.29.191,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
MintMe.com Coin,https://www.mintme.com/coin,,,,,,,,,Error,,
Swap,https://swap.foundation,185.199.111.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-111-153.github.com,True
GoByte,https://gobyte.network,172.67.164.202,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Shield,http://www.shield-coin.com,193.34.145.204,AS51167 Contabo GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,m3668.contabo.net,
Shield,http://www.shield-coin.com,193.34.145.204,AS51167 Contabo GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,m3668.contabo.net,
Shield,http://www.shield-coin.com,193.34.145.204,AS51167 Contabo GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,m3668.contabo.net,
Shield,http://www.shield-coin.com,193.34.145.204,AS51167 Contabo GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,m3668.contabo.net,
Shield,http://www.shield-coin.com,193.34.145.204,AS51167 Contabo GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,m3668.contabo.net,
Shield,http://www.shield-coin.com,193.34.145.204,AS51167 Contabo GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,m3668.contabo.net,
Hacash,https://hacash.org,47.244.26.14,"AS45102 Alibaba (US) Technology Co., Ltd.",Kowloon,HK,Kowloon City,"22.3167,114.1833",,Asia/Hong_Kong,Error,,
Masari,https://getmasari.org,13.224.208.45,"AS16509 Amazon.com, Inc.",Philadelphia,US,Pennsylvania,"39.9523,-75.1638",19099,America/New_York,Error,server-13-224-208-45.phl50.r.cloudfront.net,
Note Blockchain,https://www.notebc.com,35.247.254.172,AS15169 Google LLC,São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,172.254.247.35.bc.googleusercontent.com,
BBSCoin,https://www.bbscoin.click,172.67.137.58,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Hawaii Coin,http://hawaiicoin.tk,104.247.81.71,AS206834 Team Internet AG,Wyandotte,US,Michigan,"42.2142,-83.1499",48192,America/Detroit,Error,,
BitCash,https://www.choosebitcash.com,185.199.110.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-110-153.github.com,True
TerraCoin,https://www.terracoin.io,172.67.223.41,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
CroatCoin,https://croat.community,104.21.49.39,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Emerald Crypto,https://www.emeraldcrypto.de,88.99.161.135,AS24940 Hetzner Online GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,trebel.bitpalast.net,
FlutterCoin,https://fluttercoin.me,65.102.140.115,"AS209 CenturyLink Communications, LLC",Seattle,US,Washington,"47.6036,-122.3256",98104,America/Los_Angeles,Error,mail.ixio.com,
2ACoin,https://www.2acoin.org,45.76.20.34,"AS20473 The Constant Company, LLC",Fort Wayne,US,Indiana,"41.1306,-85.1289",46825,America/Indiana/Indianapolis,Error,vps.ourlink.net,
Arionum,https://www.arionum.com,172.67.207.10,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Arionum,https://www.arionum.com,172.67.207.10,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Commercium,https://commercium.net,95.216.200.36,AS24940 Hetzner Online GmbH,Tuusula,FI,Uusimaa,"60.3540,24.9794",04360,Europe/Helsinki,Error,static.36.200.216.95.clients.your-server.de,
RavenDark,http://www.raven-dark.com,52.217.111.11,"AS16509 Amazon.com, Inc.",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,s3-website-us-east-1.amazonaws.com,
GCN Coin,https://gcn.zone,217.115.115.31,AS30900 Sternforth Ltd.,Dublin,IE,Leinster,"53.3331,-6.2489",D02,Europe/Dublin,Error,cpanel5.webworld.ie,
Ellaism,https://ellaism.io,104.21.27.19,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
LiteBar,http://litebar.co,65.102.140.115,"AS209 CenturyLink Communications, LLC",Seattle,US,Washington,"47.6036,-122.3256",98104,America/Los_Angeles,Error,mail.ixio.com,
ParallelCoin,https://parallelcoin.info,172.67.131.20,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ParallelCoin,https://parallelcoin.info,172.67.131.20,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Pyrk,https://www.pyrk.org,172.67.164.124,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Pyrk,https://www.pyrk.org,172.67.164.124,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Pyrk,https://www.pyrk.org,172.67.164.124,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Pyrk,https://www.pyrk.org,172.67.164.124,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Pyrk,https://www.pyrk.org,172.67.164.124,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Guncoin,http://www.guncoin.info,104.21.5.223,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Bitgesell,https://bitgesell.ca,45.77.202.255,"AS20473 The Constant Company, LLC",Arlington,US,Virginia,"38.8810,-77.1043",22226,America/New_York,Error,45.77.202.255.vultr.com,
Quebecoin,https://quebecoin.org,172.104.187.179,"AS63949 Linode, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,asia1.stressfreehost.com,
Quebecoin,https://quebecoin.org,172.104.187.179,"AS63949 Linode, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,asia1.stressfreehost.com,
Quebecoin,https://quebecoin.org,172.104.187.179,"AS63949 Linode, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,asia1.stressfreehost.com,
Quebecoin,https://quebecoin.org,172.104.187.179,"AS63949 Linode, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,asia1.stressfreehost.com,
Quebecoin,https://quebecoin.org,172.104.187.179,"AS63949 Linode, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,asia1.stressfreehost.com,
Quebecoin,https://quebecoin.org,172.104.187.179,"AS63949 Linode, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,asia1.stressfreehost.com,
Quebecoin,https://quebecoin.org,172.104.187.179,"AS63949 Linode, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,asia1.stressfreehost.com,
AdvancedInternetBlock,https://www.aib.one,104.21.14.5,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Raptoreum,https://raptoreum.com,181.215.183.135,AS61317 Digital Energy Technologies Ltd.,São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,,
Bitcoin-sCrypt,https://bitcoinscrypt.io,104.219.248.82,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server139-17.web-hosting.com,
Metal Music Coin,https://metalmusiccoin.digital,198.54.116.60,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server264-19.web-hosting.com,
Cash2,https://cash2.org,185.199.109.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-109-153.github.com,True
Scriv Network,https://scriv.network,172.67.223.92,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
DeroGold,http://derogold.com,139.99.176.187,AS16276 OVH SAS,Sydney,AU,New South Wales,"-33.8678,151.2073",1001,Australia/Sydney,Error,ip187.ip-139-99-176.net,
Bsha3,,,,,,,,,,Error,,
Yenten,http://yentencoin.info,185.199.110.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-110-153.github.com,True
Tagcoin,http://tagcoin.org,54.174.64.131,"AS14618 Amazon.com, Inc.",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,ec2-54-174-64-131.compute-1.amazonaws.com,
JouleCoin,http://www.jouleco.in,52.0.217.44,"AS14618 Amazon.com, Inc.",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,ec2-52-0-217-44.compute-1.amazonaws.com,
LiteBitcoin,http://www.lbtc.info,31.220.104.196,AS47583 Hostinger International Limited,Atlanta,US,Georgia,"33.7490,-84.3880",30302,America/New_York,Error,,
NasdaCoin,https://nasdacoin.io,172.67.217.179,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Chaincoin,https://www.chaincoin.org,172.67.220.113,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Kryptokrona,https://kryptokrona.se/en,,,,,,,,,Error,,
Arion Coin,https://arioncoin.com,154.0.167.201,AS37611 Afrihost (Pty) Ltd,Randburg,ZA,Gauteng,"-26.0941,28.0012",2032,Africa/Johannesburg,Error,afriink.dedicated.co.za,
Omega Coin,https://omegablockchain.net,167.71.140.8,"AS14061 DigitalOcean, LLC",London,GB,England,"51.5085,-0.1257",EC1A,Europe/London,Error,,
TheHolyRogerCoin,https://theholyroger.com,172.67.73.217,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Netm,http://netmred.com,99.198.101.250,AS32475 SingleHop LLC,Dawsonville,US,Georgia,"34.4212,-84.1191",30534,America/New_York,Error,s2.fcomet.com,
Bata,http://bata.io,154.0.174.148,AS37611 Afrihost (Pty) Ltd,Randburg,ZA,Gauteng,"-26.0941,28.0012",2032,Africa/Johannesburg,Error,symmetra.aserv.co.za,
Bata,http://bata.io,154.0.174.148,AS37611 Afrihost (Pty) Ltd,Randburg,ZA,Gauteng,"-26.0941,28.0012",2032,Africa/Johannesburg,Error,symmetra.aserv.co.za,
Bata,http://bata.io,154.0.174.148,AS37611 Afrihost (Pty) Ltd,Randburg,ZA,Gauteng,"-26.0941,28.0012",2032,Africa/Johannesburg,Error,symmetra.aserv.co.za,
Bolivarcoin,https://bolis.info,31.220.104.201,AS47583 Hostinger International Limited,Atlanta,US,Georgia,"33.7490,-84.3880",30302,America/New_York,Error,,
Boolberry,http://boolberry.com,192.241.200.111,"AS14061 DigitalOcean, LLC",San Francisco,US,California,"37.7309,-122.3886",94124,America/Los_Angeles,Error,,
Litecoin Plus,http://litecoinplus.co,27.111.82.101,AS38719 Dreamscape Networks Limited,Hong Kong,HK,Central and Western,"22.2783,114.1747",,Asia/Hong_Kong,Error,server-x.ipv4.hkg02.ds.network,
BitZeny,http://bitzeny.org,153.120.5.171,AS7684 SAKURA Internet Inc.,Sakura,JP,Chiba,"35.7167,140.2333",305-0003,Asia/Tokyo,Error,www19397ui.sakura.ne.jp,
BitBar,http://bitbar.co,65.102.140.115,"AS209 CenturyLink Communications, LLC",Seattle,US,Washington,"47.6036,-122.3256",98104,America/Los_Angeles,Error,mail.ixio.com,
Electronero,https://electronero.org,104.21.10.80,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ArQmA,https://arqma.com,164.68.123.118,AS51167 Contabo GmbH,Nürnberg,DE,Bavaria,"49.4542,11.0775",90402,Europe/Berlin,Error,vmi412585.contaboserver.net,
Genix,https://genix.cx,149.28.56.171,"AS20473 The Constant Company, LLC",New York City,US,New York,"40.7143,-74.0060",10004,America/New_York,Error,149.28.56.171.vultr.com,
Veco,https://vecocoin.io,208.91.197.27,AS40034 Confluence Networks Inc,Austin,US,Texas,"30.2672,-97.7431",78701,America/Chicago,Error,,
Bitcoin Interest,http://bitcoininterest.io,104.21.25.219,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Taler,https://talercrypto.com,172.67.193.59,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
FxTC,https://fixedtradecoin.org,135.125.224.160,AS16276 OVH SAS,Stará Ľubovňa,SK,Prešovský kraj,"49.2986,20.6862",064 01,Europe/Bratislava,Error,,
FxTC,https://fixedtradecoin.org,135.125.224.160,AS16276 OVH SAS,Stará Ľubovňa,SK,Prešovský kraj,"49.2986,20.6862",064 01,Europe/Bratislava,Error,,
FxTC,https://fixedtradecoin.org,135.125.224.160,AS16276 OVH SAS,Stará Ľubovňa,SK,Prešovský kraj,"49.2986,20.6862",064 01,Europe/Bratislava,Error,,
FxTC,https://fixedtradecoin.org,135.125.224.160,AS16276 OVH SAS,Stará Ľubovňa,SK,Prešovský kraj,"49.2986,20.6862",064 01,Europe/Bratislava,Error,,
