coin_name,website,ip,org,city,country,region,loc,postal,timezone,ip_location_error,hostname,anycast
FxTC,https://fixedtradecoin.org,135.125.224.160,AS16276 OVH SAS,Stará Ľubovňa,SK,Prešovský kraj,"49.2986,20.6862",064 01,Europe/Bratislava,Error,,
CheeseCoin,https://cheesecoin.net,208.109.41.243,"AS398101 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,ip-208-109-41-243.ip.secureserver.net,
BitSend,https://bitsend.info,64.190.62.111,AS47846 SEDO GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,,
Bitcoin Zero,https://bitcoinzerox.net,,,,,,,,,Error,,
Sato,https://satoex.com/sato,,,,,,,,,Error,,
BitMark,http://www.bitmark.io,172.67.213.151,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BitMark,http://www.bitmark.io,172.67.213.151,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BitMark,http://www.bitmark.io,172.67.213.151,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BitToken,http://www.bittoken.pw,199.34.228.66,"AS27647 Weebly, Inc.",San Francisco,US,California,"37.7749,-122.4194",94103,America/Los_Angeles,Error,pages-custom-18.weebly.com,
RuxCrypto,https://rxc.crypto.ba,77.78.207.2,AS42560 Telemach d.o.o. Sarajevo,Sarajevo,BA,Federation of B&H,"43.8486,18.3564",,Europe/Sarajevo,Error,cable-77-78-207-2.dynamic.telemach.ba,
Veles,https://veles.network,212.48.75.32,AS20738 Host Europe GmbH,Leeds,GB,England,"53.7965,-1.5478",LS1,Europe/London,Error,mx.profiweb.biz,
Veles,https://veles.network,212.48.75.32,AS20738 Host Europe GmbH,Leeds,GB,England,"53.7965,-1.5478",LS1,Europe/London,Error,mx.profiweb.biz,
Veles,https://veles.network,212.48.75.32,AS20738 Host Europe GmbH,Leeds,GB,England,"53.7965,-1.5478",LS1,Europe/London,Error,mx.profiweb.biz,
Veles,https://veles.network,212.48.75.32,AS20738 Host Europe GmbH,Leeds,GB,England,"53.7965,-1.5478",LS1,Europe/London,Error,mx.profiweb.biz,
Veles,https://veles.network,212.48.75.32,AS20738 Host Europe GmbH,Leeds,GB,England,"53.7965,-1.5478",LS1,Europe/London,Error,mx.profiweb.biz,
Veles,https://veles.network,212.48.75.32,AS20738 Host Europe GmbH,Leeds,GB,England,"53.7965,-1.5478",LS1,Europe/London,Error,mx.profiweb.biz,
Brazio,https://braz.io,172.67.187.30,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Chaucha,https://www.chaucha.cl,172.67.132.23,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Strayacoin,https://www.strayacoin.org,103.1.186.134,AS133159 Mammoth Media Pty Ltd,Sydney,AU,New South Wales,"-33.8678,151.2073",1001,Australia/Sydney,Error,www.strayacoin.org,
Niobio Cash,https://niobiocash.org,104.21.74.86,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
CPUchain,https://cpuchain.org,172.67.128.118,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Emrals,https://www.emrals.com,104.21.30.154,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Straks,https://straks.tech,104.21.38.80,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Bitcoin Fast,https://bitcoinfast.co,65.102.140.115,"AS209 CenturyLink Communications, LLC",Seattle,US,Washington,"47.6036,-122.3256",98104,America/Los_Angeles,Error,mail.ixio.com,
LanaCoin,https://lanacoin.com/,,,,,,,,,Error,,
WorldCoin,http://worldcoin.global,64.235.59.38,AS26277 Las Vegas NV Datacenter,Las Vegas,US,Nevada,"36.1750,-115.1372",89111,America/Los_Angeles,Error,lasvegas-nv-datacenter.serverpoint.com,
VoteCoin,https://votecoin.site,91.239.201.12,AS43541 VSHosting s.r.o.,Prague,CZ,Hlavní město Praha,"50.0880,14.4208",110 00,Europe/Prague,Error,rproxy1.thinline.cz,
PRiVCY,https://privcy.eu,172.67.154.161,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BitcoinV,http://www.bitcoinv.org,35.182.95.10,"AS16509 Amazon.com, Inc.",Montréal,CA,Quebec,"45.5088,-73.5878",H2W,America/Toronto,Error,ec2-35-182-95-10.ca-central-1.compute.amazonaws.com,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Globaltoken,https://globaltoken.org,91.92.136.185,AS44901 Belcloud LTD,Sofia,BG,Sofia-Capital,"42.6975,23.3241",1000,Europe/Sofia,Error,globaltoken.org,
Bellcoin,https://bellcoin.web4u.jp,185.199.108.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-108-153.github.com,True
BLOC.money,https://bloc.money,95.216.19.40,AS24940 Hetzner Online GmbH,Tuusula,FI,Uusimaa,"60.3540,24.9794",04360,Europe/Helsinki,Error,static.40.19.216.95.clients.your-server.de,
Titcoin,https://titcoin.github.io,185.199.109.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-109-153.github.com,True
SorachanCoin,https://www.junkhdd.com,160.16.110.231,AS9370 SAKURA Internet Inc.,Tokyo,JP,Tokyo,"35.6895,139.6917",151-0052,Asia/Tokyo,Error,junkhdd.com,
RealCoin,https://real-coin.in,93.114.73.13,AS51461 ARKA UNIVERSAL IMPEX SRL,Constanţa,RO,Constanța,"44.1807,28.6343",900003,Europe/Bucharest,Error,client-93-114-73-13.alienstation.ro,
BitcoiNote,https://www.bitcoinote.org,65.8.205.13,"AS16509 Amazon.com, Inc.",São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,,
CreamCoin,https://creamcoin.com,172.67.203.59,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Blast,https://blastblastblast.com,199.188.200.147,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server251-2.web-hosting.com,
Nyxcoin,https://www.nyxcoin.org,85.206.160.100,"AS61272 Informacines sistemos ir technologijos, UAB",Šiauliai,LT,Siauliai,"55.9333,23.3167",76001,Europe/Vilnius,Error,7281-14221.bacloud.info,
LitecoinZ,https://litecoinz.org,172.67.140.131,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BitZyon,https://bitzyon.com,172.67.141.252,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Iridium,https://ird.cash,144.208.96.2,AS50673 Serverius,Almelo,NL,Overijssel,"52.3567,6.6625",7607,Europe/Amsterdam,Error,,
Adv. Tech. Coin,https://advtech.group,5.9.41.6,AS24940 Hetzner Online GmbH,Berlin,DE,Berlin,"52.5244,13.4105",10178,Europe/Berlin,Error,advtech.group,
DarkSaga,http://darksaga.online,92.249.44.252,AS47583 Hostinger International Limited,Atlanta,US,Georgia,"33.7490,-84.3880",30302,America/New_York,Error,,
Machinecoin,https://machinecoin.io,104.21.76.230,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ZeroOneCoin,https://01coin.io,185.199.111.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-111-153.github.com,True
DigitalPrice,https://digitalprice.org,111.118.215.168,AS394695 PDR,Mumbai,IN,Maharashtra,"19.0728,72.8826",400070,Asia/Kolkata,Error,md-in-49.webhostbox.net,
SongCoin,http://songcoin.org,103.42.108.46,AS45638 SYNERGY WHOLESALE PTY LTD,Sydney,AU,New South Wales,"-33.8678,151.2073",1001,Australia/Sydney,Error,redirection.synergywholesale.com,
CranePay,https://cranepay.io,45.77.170.215,"AS20473 The Constant Company, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,45.77.170.215.vultr.com,
HelpTheHomeless,http://hth.world,80.211.84.246,AS31034 Aruba S.p.A.,Arezzo,IT,Tuscany,"43.4628,11.8807",52100,Europe/Rome,Error,host246-84-211-80.serverdedicati.aruba.it,
Hanacoin,https://www.hanacoin.com,35.213.194.74,AS15169 Google LLC,Sydney,AU,New South Wales,"-33.8678,151.2073",1001,Australia/Sydney,Error,74.194.213.35.bc.googleusercontent.com,
Mynt,https://getmynt.io,104.21.2.162,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Zettelkasten,https://www.zettelkasten.org,91.250.82.171,AS8972 Host Europe GmbH,Strasbourg,FR,Grand Est,"48.5839,7.7455",67000,Europe/Paris,Error,rs241474.rs.hosteurope.de,
MoneroV,https://monerov.online,176.58.102.113,"AS63949 Linode, LLC",London,GB,England,"51.5085,-0.1257",EC1A,Europe/London,Error,li452-113.members.linode.com,
Spacecoin,https://spaceworks.co,165.227.35.158,"AS14061 DigitalOcean, LLC",Toronto,CA,Ontario,"43.7001,-79.4163",M5N,America/Toronto,Error,,
Arrow,https://www.arrowchain.io,198.49.23.145,"AS53831 Squarespace, Inc.",New York City,US,New York,"40.7339,-74.0054",10014,America/New_York,Error,,
ANONymous,https://anoncrypto.io,35.213.178.65,AS15169 Google LLC,Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,65.178.213.35.bc.googleusercontent.com,
SparksPay,http://sparkspay.io,35.156.167.14,"AS16509 Amazon.com, Inc.",Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,ec2-35-156-167-14.eu-central-1.compute.amazonaws.com,
UltraNote Infinity,https://ultranote.org,172.67.215.161,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Mangocoin,https://www.mangocoin.online,153.92.6.20,AS47583 Hostinger International Limited,Bexley,GB,England,"51.4416,0.1487",DA15,Europe/London,Error,,
QnodeCoin,https://www.qngnode.cc,104.219.248.70,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,premium14-2.web-hosting.com,
iBitHub,https://www.ibithub.com,172.67.174.118,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Arto,https://www.arto.cash,104.21.47.7,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
LightBit,https://lightbit.tech,172.67.218.178,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Absolute,https://absolutecoin.net,5.135.122.240,AS16276 OVH SAS,La Celle-sous-Gouzon,FR,Nouvelle-Aquitaine,"46.2149,2.2102",23230,Europe/Paris,Error,ip240.ip-5-135-122.eu,
OC Protocol,https://ocprotocol.com,152.89.234.40,AS48894 Optimus IT d.o.o.,Ljubljana,SI,Ljubljana,"46.0511,14.5051",1500,Europe/Ljubljana,Error,rh5.neoserv.si,
MelonHeads,https://www.melonheads.org,172.67.148.156,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Tuxcoin,https://tuxcoin.io/,,,,,,,,,Error,,
xGalaxy,https://xgalaxy.io,34.98.99.30,AS15169 Google LLC,Kansas City,US,Missouri,"39.0997,-94.5786",64121,America/Chicago,,30.99.98.34.bc.googleusercontent.com,True
Nekonium,https://nekonium.github.io,185.199.108.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-108-153.github.com,True
TRUSTplus,https://trustplus.com,104.198.145.4,AS15169 Google LLC,Council Bluffs,US,Iowa,"41.2619,-95.8608",51502,America/Chicago,Error,4.145.198.104.bc.googleusercontent.com,
Xeonbit,https://xeonbit.com,172.67.145.55,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
GeyserCoin,http://geysercoin.com,207.180.235.74,AS51167 Contabo GmbH,Hamburg,DE,Hamburg,"53.5507,9.9930",20038,Europe/Berlin,Error,vmi374245.contaboserver.net,
Desire,http://www.desire-crypto.com,64.190.62.111,AS47846 SEDO GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,,
SprintPay,https://sprintpay.net,194.5.156.71,AS47583 Hostinger International Limited,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,,
WrkzCoin,https://www.wrkz.work,104.21.31.217,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
TajCoin,http://tajcoin.tech,152.89.234.40,AS48894 Optimus IT d.o.o.,Ljubljana,SI,Ljubljana,"46.0511,14.5051",1500,Europe/Ljubljana,Error,rh5.neoserv.si,
UraniumX,http://urx.zone,67.215.3.243,AS36666 GloboTech Communications,Montréal,CA,Quebec,"45.5088,-73.5878",H2W,America/Toronto,Error,duluth.whc.ca,
Unitus,https://unituscurrency.com,172.67.146.141,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Unitus,https://unituscurrency.com,172.67.146.141,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Unitus,https://unituscurrency.com,172.67.146.141,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Unitus,https://unituscurrency.com,172.67.146.141,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Unitus,https://unituscurrency.com,172.67.146.141,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Mincoin,https://www.mincoin.us,54.94.70.35,"AS16509 Amazon.com, Inc.",São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,ec2-54-94-70-35.sa-east-1.compute.amazonaws.com,
Diminutive Coin,,,,,,,,,,Error,,
VIVO,https://vivocoin.net,198.57.245.9,AS46606 Unified Layer,Glen Avon,US,California,"34.0117,-117.4848",91752,America/Los_Angeles,Error,198-57-245-9.unifiedlayer.com,
Exosis,https://www.exosis.org,172.67.200.8,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Zent Cash,http://www.zent.cash,198.54.115.238,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server225-3.web-hosting.com,
ImageCash,http://imgcash.imagehosty.com,172.67.128.181,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Fanáticos Cash,https://fanaticoscriptos.com,198.38.82.90,AS23352 Server Central Network,Chicago,US,Illinois,"41.8500,-87.6500",60666,America/Chicago,Error,mocha4005-web1.my-hosting-panel.com,
VeriumReserve,https://vericoin.info,104.21.57.99,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Zerozed,https://zero-zed.com,85.187.128.31,"AS55293 A2 Hosting, Inc.",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,sg1-sr7.supercp.com,
BitcoinMono,https://bitcoinmono.io,172.67.196.142,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
WallStreetBets,https://wallstreetbetsbros.com,173.212.221.110,AS51167 Contabo GmbH,Hersbruck,DE,Bavaria,"49.5108,11.4315",91217,Europe/Berlin,Error,vmi349799.contaboserver.net,
PaymentCoin,https://www.podbitcoin.com,160.153.129.233,AS21501 Host Europe GmbH,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,ip-160-153-129-233.ip.secureserver.net,
KZCash,https://kzpool.com,195.210.46.18,AS48716 PS Internet Company LLC,Almaty,KZ,Almaty,"43.2567,76.9286",,Asia/Almaty,Error,srv-plesk48.ps.kz,
Cirquity,https://cirquity.com,172.67.162.14,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Pexa Coin,https://pexaproject.com,174.138.55.214,"AS14061 DigitalOcean, LLC",Clifton,US,New Jersey,"40.8344,-74.1377",07014,America/New_York,Error,pexaproject.com,
NeetCoin,https://neetcoin.jp,124.37.205.104,AS17506 ARTERIA Networks Corporation,Tokyo,JP,Tokyo,"35.6895,139.6917",151-0052,Asia/Tokyo,Error,124x37x205x104.ap124.ftth.ucom.ne.jp,
BitCreds,https://bitcreds.org,185.38.249.30,AS197226 SPRINT S.A.,Wrocław,PL,Lower Silesia,"51.1000,17.0333",50-001,Europe/Warsaw,Error,s1.webhosting1st.com,
Scribe,https://scribe.network,185.199.109.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-109-153.github.com,True
Evolution,http://evolutionproject.space,62.171.142.111,AS51167 Contabo GmbH,Pirmasens,DE,Rheinland-Pfalz,"49.2015,7.6053",66954,Europe/Berlin,Error,node1.evolutionproject.space,
Secure Cash,http://scashcoin.com,198.54.117.197,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,,
Sono,https://projectsono.io,184.154.26.130,AS32475 SingleHop LLC,Parma,US,Ohio,"41.4048,-81.7229",44129,America/New_York,Error,chi100.greengeeks.net,
Mobit Global,https://mobitglobal.com,160.119.248.211,AS37153 Xneelo (Pty) Ltd,Johannesburg,ZA,Gauteng,"-26.2023,28.0436",2041,Africa/Johannesburg,Error,,
Akroma,https://akroma.io,,,,,,,,,Error,,
ZeroClassic,http://zeroclassic.org,104.21.88.108,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
AndesCoin,https://andes-coin.com,45.32.255.156,"AS20473 The Constant Company, LLC",Tokyo,JP,Tokyo,"35.5826,139.7459",143-0006,Asia/Tokyo,Error,andes-coin.com,
Ubiquitium,http://ubiquitium.com,192.169.220.245,"AS26496 GoDaddy.com, LLC",Paulden,US,Arizona,"34.8856,-112.4682",86334,America/Phoenix,Error,ip-192-169-220-245.ip.secureserver.net,
NinjaCoin,https://ninjacoin.org,217.160.0.227,AS8560 1&1 IONOS SE,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,217-160-0-227.elastic-ssl.ui-r.com,
SpartanCoin,https://spartancoin.ooo,45.63.15.197,"AS20473 The Constant Company, LLC",Rochester,US,New York,"43.1548,-77.6156",14614,America/New_York,Error,spartancoin.ooo,
Scholarship Coin,https://scholarshipcoin.org,172.67.70.211,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Dinero,https://dinerocoin.org,104.198.14.52,AS15169 Google LLC,The Dalles,US,Oregon,"45.5946,-121.1787",97058,America/Los_Angeles,Error,52.14.198.104.bc.googleusercontent.com,
Lucent,https://lucentgold.com,172.67.199.243,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Sovereign Coin,https://sovcore.org,142.11.252.197,AS54290 Hostwinds LLC.,Dallas,US,Texas,"32.7831,-96.8067",75270,America/Chicago,Error,client-142-11-252-197.hostwindsdns.com,
Gold Cash,https://www.goldcashcoin.co.uk,51.195.149.36,AS16276 OVH SAS,Bexley,GB,England,"51.4416,0.1487",DA15,Europe/London,Error,vps-7a084e5b.vps.ovh.net,
Balkancoin,https://balkancoin.org,107.180.25.128,"AS26496 GoDaddy.com, LLC",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,ip-107-180-25-128.ip.secureserver.net,
intuCoin,http://intucoin.com,162.243.168.144,"AS14061 DigitalOcean, LLC",North Bergen,US,New Jersey,"40.8043,-74.0121",07047,America/New_York,Error,,
Curvehash,http://curvehashcoin.com,217.160.0.132,AS8560 1&1 IONOS SE,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,217-160-0-132.elastic-ssl.ui-r.com,
Talleo,https://www.talleo.org,5.196.133.221,AS16276 OVH SAS,Roubaix,FR,Hauts-de-France,"50.6942,3.1746",59051 CEDEX 1,Europe/Paris,Error,ip221.ip-5-196-133.eu,
ContentCoin,https://contentdex.com,,,,,,,,,Error,,
Hilux,http://www.hiluxcoin.com,45.77.243.142,"AS20473 The Constant Company, LLC",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,45.77.243.142.vultr.com,
